Date,BTCUSD,ETHUSD
2016-10-14,638.03,11.92
2016-10-15,638.16,11.95
2016-10-16,641.92,11.95
2016-10-17,639.56,11.96
2016-10-18,635.11,12.54
2016-10-19,629.79,12.01
2016-10-20,628.05,12.06
2016-10-21,630.83,12.05
2016-10-22,652.75,12.03
2016-10-23,651.04,11.94
2016-10-24,649.98,11.92
2016-10-25,654.3,11.33
2016-10-26,674.0,11.49
2016-10-27,691.21,11.48
2016-10-28,689.95,11.13
2016-10-29,714.28,10.47
2016-10-30,697.41,11.19
2016-10-31,696.9,10.98
2016-11-01,730.7,10.84
2016-11-02,744.6,10.83
2016-11-03,690.0,10.87
2016-11-04,706.32,11.15
2016-11-05,706.99,11.16
2016-11-06,717.02,11.01
2016-11-07,706.42,10.93
2016-11-08,711.15,10.84
2016-11-09,720.97,10.62
2016-11-10,712.91,10.51
2016-11-11,716.9,10.29
2016-11-12,704.53,9.95
2016-11-13,704.01,10.14
2016-11-14,708.32,10.02
2016-11-15,712.29,10.27
2016-11-16,739.85,10.0
2016-11-17,730.71,9.91
2016-11-18,748.54,9.51
2016-11-19,750.77,9.68
2016-11-20,731.99,9.6
2016-11-21,736.4,9.54
2016-11-22,746.66,9.87
2016-11-23,741.52,9.8
2016-11-24,737.99,9.18
2016-11-25,739.74,9.4
2016-11-26,735.7,9.33
2016-11-27,729.24,8.98
2016-11-28,729.77,8.67
2016-11-29,732.37,8.14
2016-11-30,742.69,8.61
2016-12-01,754.0,8.45
2016-12-02,769.25,7.73
2016-12-03,766.98,7.86
2016-12-04,767.99,7.37
2016-12-05,752.0,6.75
2016-12-06,759.8,7.83
2016-12-07,764.34,8.35
2016-12-08,767.89,8.2
2016-12-09,773.22,8.47
2016-12-10,775.87,8.14
2016-12-11,771.05,8.23
2016-12-12,778.94,8.5
2016-12-13,776.18,8.41
2016-12-14,777.66,8.24
2016-12-15,776.16,7.83
2016-12-16,780.98,7.84
2016-12-17,788.57,7.85
2016-12-18,790.72,7.92
2016-12-19,790.81,7.64
2016-12-20,798.99,7.64
2016-12-21,834.5,7.91
2016-12-22,856.02,7.55
2016-12-23,917.26,7.13
2016-12-24,891.5,7.22
2016-12-25,896.12,7.19
2016-12-26,902.09,7.26
2016-12-27,925.2,7.16
2016-12-28,982.17,7.62
2016-12-29,970.72,8.29
2016-12-30,960.81,8.21
2016-12-31,973.37,8.16
2017-01-01,992.95,8.18
2017-01-02,1011.45,8.38
2017-01-03,1020.67,9.59
2017-01-04,1130.3,11.17
2017-01-05,1007.0,10.23
2017-01-06,895.71,10.14
2017-01-07,909.0,9.92
2017-01-08,923.33,10.5
2017-01-09,902.66,10.39
2017-01-10,907.0,10.63
2017-01-11,795.77,9.95
2017-01-12,812.25,9.8
2017-01-13,831.42,9.84
2017-01-14,828.0,9.86
2017-01-15,833.31,9.9
2017-01-16,834.41,9.66
2017-01-17,906.0,10.34
2017-01-18,887.99,10.23
2017-01-19,902.92,10.42
2017-01-20,894.31,10.62
2017-01-21,925.06,10.93
2017-01-22,931.22,10.77
2017-01-23,910.7,10.8
2017-01-24,887.0,10.57
2017-01-25,896.0,10.55
2017-01-26,917.02,10.6
2017-01-27,922.63,10.55
2017-01-28,924.98,10.58
2017-01-29,916.54,10.49
2017-01-30,923.23,10.6
2017-01-31,970.01,10.7
2017-02-01,992.75,10.72
2017-02-02,1008.38,10.82
2017-02-03,1018.0,10.99
2017-02-04,1035.54,11.41
2017-02-05,1016.32,11.26
2017-02-06,1022.58,11.34
2017-02-07,1053.96,11.51
2017-02-08,1056.7,11.41
2017-02-09,994.24,11.02
2017-02-10,1001.99,11.43
2017-02-11,1018.65,11.52
2017-02-12,1010.0,11.5
2017-02-13,1002.82,11.43
2017-02-14,1013.92,13.14
2017-02-15,1014.53,12.98
2017-02-16,1038.94,12.89
2017-02-17,1057.3,12.75
2017-02-18,1062.15,12.89
2017-02-19,1059.88,12.9
2017-02-20,1089.82,12.61
2017-02-21,1128.29,12.83
2017-02-22,1128.71,12.75
2017-02-23,1186.9,13.21
2017-02-24,1186.91,13.2
2017-02-25,1158.0,13.65
2017-02-26,1184.91,14.74
2017-02-27,1195.81,15.66
2017-02-28,1195.08,16.4
2017-03-01,1230.0,17.37
2017-03-02,1269.17,19.27
2017-03-03,1292.86,19.68
2017-03-04,1273.97,18.65
2017-03-05,1278.98,19.4
2017-03-06,1284.99,19.68
2017-03-07,1237.36,18.96
2017-03-08,1150.22,16.68
2017-03-09,1197.3,17.82
2017-03-10,1109.01,19.2
2017-03-11,1188.11,21.64
2017-03-12,1235.58,23.39
2017-03-13,1245.49,28.64
2017-03-14,1247.42,28.69
2017-03-15,1263.0,35.65
2017-03-16,1175.11,45.96
2017-03-17,1069.57,44.62
2017-03-18,970.0,33.64
2017-03-19,1019.49,43.21
2017-03-20,1044.96,42.31
2017-03-21,1114.42,42.36
2017-03-22,1034.57,41.37
2017-03-23,1025.14,42.99
2017-03-24,934.87,52.93
2017-03-25,963.72,50.5
2017-03-26,973.08,50.73
2017-03-27,1042.08,48.97
2017-03-28,1045.4,50.3
2017-03-29,1043.27,53.1
2017-03-30,1042.34,51.88
2017-03-31,1088.99,50.18
2017-04-01,1092.0,50.71
2017-04-02,1113.99,48.74
2017-04-03,1152.6,44.25
2017-04-04,1143.99,44.47
2017-04-05,1132.99,44.78
2017-04-06,1192.3,43.3
2017-04-07,1194.0,42.32
2017-04-08,1184.5,44.45
2017-04-09,1210.97,43.92
2017-04-10,1210.0,43.92
2017-04-11,1223.99,43.83
2017-04-12,1214.17,46.48
2017-04-13,1177.05,49.77
2017-04-14,1173.74,47.2
2017-04-15,1178.85,48.94
2017-04-16,1177.99,48.13
2017-04-17,1189.91,47.94
2017-04-18,1201.94,49.79
2017-04-19,1214.21,47.78
2017-04-20,1236.15,49.38
2017-04-21,1249.99,48.37
2017-04-22,1247.0,48.61
2017-04-23,1251.98,48.96
2017-04-24,1257.29,50.12
2017-04-25,1281.16,50.31
2017-04-26,1298.44,53.42
2017-04-27,1349.26,63.67
2017-04-28,1353.34,73.14
2017-04-29,1365.43,70.4
2017-04-30,1384.55,80.87
2017-05-01,1436.5,79.35
2017-05-02,1471.99,77.55
2017-05-03,1533.0,81.29
2017-05-04,1563.39,95.97
2017-05-05,1551.3,91.93
2017-05-06,1585.39,95.84
2017-05-07,1609.57,93.82
2017-05-08,1713.0,89.25
2017-05-09,1720.43,86.58
2017-05-10,1794.99,88.36
2017-05-11,1837.93,88.3
2017-05-12,1695.61,85.17
2017-05-13,1792.73,88.42
2017-05-14,1799.99,89.39
2017-05-15,1747.81,91.0
2017-05-16,1777.48,87.98
2017-05-17,1813.23,86.88
2017-05-18,1899.16,96.2
2017-05-19,1976.23,125.14
2017-05-20,2058.91,123.63
2017-05-21,2057.0,148.78
2017-05-22,2123.29,160.1
2017-05-23,2272.75,169.95
2017-05-24,2432.97,196.06
2017-05-25,2355.0,181.51
2017-05-26,2272.7,163.8
2017-05-27,2099.99,159.91
2017-05-28,2232.78,175.48
2017-05-29,2279.48,194.82
2017-05-30,2191.58,228.69
2017-05-31,2303.29,229.14
2017-06-01,2419.99,221.91
2017-06-02,2478.99,222.04
2017-06-03,2548.05,224.95
2017-06-04,2521.36,245.5
2017-06-05,2698.0,248.0
2017-06-06,2871.29,264.22
2017-06-07,2685.64,255.68
2017-06-08,2799.73,258.64
2017-06-09,2811.39,279.38
2017-06-10,2931.15,340.2
2017-06-11,2998.98,343.01
2017-06-12,2655.71,397.37
2017-06-13,2709.01,388.0
2017-06-14,2432.21,341.7
2017-06-15,2409.98,343.71
2017-06-16,2480.43,354.26
2017-06-17,2634.94,368.98
2017-06-18,2515.25,351.85
2017-06-19,2596.98,358.71
2017-06-20,2725.08,350.94
2017-06-21,2643.35,325.41
2017-06-22,2679.99,320.02
2017-06-23,2690.76,326.99
2017-06-24,2574.84,304.5
2017-06-25,2505.61,278.49
2017-06-26,2407.91,252.99
2017-06-27,2575.75,287.23
2017-06-28,2553.12,315.32
2017-06-29,2530.0,292.95
2017-06-30,2455.19,280.04
2017-07-01,2423.63,263.12
2017-07-02,2516.66,285.0
2017-07-03,2542.41,276.37
2017-07-04,2602.0,269.2
2017-07-05,2616.96,266.27
2017-07-06,2604.84,266.01
2017-07-07,2501.15,241.28
2017-07-08,2561.11,246.64
2017-07-09,2508.99,238.81
2017-07-10,2331.05,202.86
2017-07-11,2310.01,190.57
2017-07-12,2383.42,224.04
2017-07-13,2340.0,205.0
2017-07-14,2217.24,197.23
2017-07-15,1964.31,167.72
2017-07-16,1911.78,155.68
2017-07-17,2235.19,190.87
2017-07-18,2308.15,227.01
2017-07-19,2258.99,194.74
2017-07-20,2873.48,226.06
2017-07-21,2657.45,216.6
2017-07-22,2825.27,230.69
2017-07-23,2754.28,228.31
2017-07-24,2762.26,225.96
2017-07-25,2564.0,203.78
2017-07-26,2525.99,203.23
2017-07-27,2664.99,202.94
2017-07-28,2786.07,190.72
2017-07-29,2700.21,205.9
2017-07-30,2723.99,196.95
2017-07-31,2856.88,200.82
2017-08-01,2732.59,225.73
2017-08-02,2699.9,217.92
2017-08-03,2787.02,224.0
2017-08-04,2857.34,220.72
2017-08-05,3243.49,251.85
2017-08-06,3222.22,263.96
2017-08-07,3398.23,269.9
2017-08-08,3422.43,295.95
2017-08-09,3342.8,295.26
2017-08-10,3444.98,300.51
2017-08-11,3656.15,309.65
2017-08-12,3874.0,308.35
2017-08-13,4060.47,296.66
2017-08-14,4320.6,299.16
2017-08-15,4159.93,286.71
2017-08-16,4370.01,300.45
2017-08-17,4280.01,300.67
2017-08-18,4101.72,292.87
2017-08-19,4157.41,293.58
2017-08-20,4050.99,297.79
2017-08-21,4002.0,322.0
2017-08-22,4092.0,314.19
2017-08-23,4143.49,317.5
2017-08-24,4312.03,324.56
2017-08-25,4360.0,330.14
2017-08-26,4344.32,332.99
2017-08-27,4340.11,348.2
2017-08-28,4384.99,347.54
2017-08-29,4599.0,372.48
2017-08-30,4581.98,384.1
2017-08-31,4743.94,389.2
2017-09-01,4947.99,392.87
2017-09-02,4649.99,354.87
2017-09-03,4626.05,353.06
2017-09-04,4498.25,316.86
2017-09-05,4432.51,320.08
2017-09-06,4616.18,339.38
2017-09-07,4624.18,335.56
2017-09-08,4350.0,307.96
2017-09-09,4334.36,304.99
2017-09-10,4251.36,300.33
2017-09-11,4210.72,298.47
2017-09-12,4164.52,294.5
2017-09-13,3855.32,275.71
2017-09-14,3250.4,223.85
2017-09-15,3740.02,260.88
2017-09-16,3726.51,255.84
2017-09-17,3719.97,259.66
2017-09-18,4100.0,298.0
2017-09-19,3910.11,282.8
2017-09-20,3872.06,283.55
2017-09-21,3617.47,258.11
2017-09-22,3619.01,263.88
2017-09-23,3787.33,286.03
2017-09-24,3669.01,283.21
2017-09-25,3919.78,294.41
2017-09-26,3885.09,288.77
2017-09-27,4200.0,309.85
2017-09-28,4189.42,302.33
2017-09-29,4156.99,291.88
2017-09-30,4339.0,301.57
2017-10-01,4394.81,303.25
2017-10-02,4392.71,296.72
2017-10-03,4307.99,292.36
2017-10-04,4214.84,292.0
2017-10-05,4320.04,294.89
2017-10-06,4362.99,307.73
2017-10-07,4425.0,311.12
2017-10-08,4603.49,309.2
2017-10-09,4769.55,297.0
2017-10-10,4750.0,297.99
2017-10-11,4814.99,302.0
2017-10-12,5440.0,302.12
2017-10-13,5624.8,335.89
2017-10-14,5819.13,338.37
2017-10-15,5693.7,336.89
2017-10-16,5754.9,334.36
2017-10-17,5594.0,316.37
2017-10-18,5574.44,313.59
2017-10-19,5704.01,308.02
2017-10-20,5989.1,303.15
2017-10-21,6024.86,300.0
2017-10-22,6005.05,295.14
2017-10-23,5905.99,285.83
2017-10-24,5525.43,296.99
2017-10-25,5739.97,296.76
2017-10-26,5891.61,295.98
2017-10-27,5780.0,297.59
2017-10-28,5752.01,295.11
2017-10-29,6140.01,303.38
2017-10-30,6124.16,306.87
2017-10-31,6445.01,303.51
2017-11-01,6783.69,290.82
2017-11-02,7039.98,285.4
2017-11-03,7170.01,306.0
2017-11-04,7412.55,301.66
2017-11-05,7392.0,296.57
2017-11-06,6969.76,297.32
2017-11-07,7126.63,292.42
2017-11-08,7467.96,307.91
2017-11-09,7156.0,320.72
2017-11-10,6577.62,298.04
2017-11-11,6346.7,315.69
2017-11-12,5886.35,307.1
2017-11-13,6535.87,315.56
2017-11-14,6605.0,335.04
2017-11-15,7294.0,331.81
2017-11-16,7838.53,330.21
2017-11-17,7714.71,332.31
2017-11-18,7777.01,346.6
2017-11-19,8031.82,354.59
2017-11-20,8256.01,368.24
2017-11-21,8109.0,361.51
2017-11-22,8250.0,381.73
2017-11-23,8031.16,406.61
2017-11-24,8215.01,470.98
2017-11-25,8795.5,466.77
2017-11-26,9401.11,473.99
2017-11-27,9768.71,477.53
2017-11-28,9949.0,468.52
2017-11-29,9935.98,434.01
2017-11-30,9903.0,434.0
2017-12-01,10869.84,463.82
2017-12-02,10930.24,460.34
2017-12-03,11290.0,464.76
2017-12-04,11643.98,468.22
2017-12-05,11718.35,457.3
2017-12-06,14090.0,432.49
2017-12-07,17390.01,433.28
2017-12-08,16367.03,463.45
2017-12-09,15309.98,485.04
2017-12-10,15290.01,447.51
2017-12-11,16885.76,518.0
2017-12-12,17730.12,686.82
2017-12-13,16689.61,711.94
2017-12-14,16749.78,705.01
2017-12-15,17738.67,693.5
2017-12-16,19650.01,703.59
2017-12-17,19378.99,732.18
2017-12-18,19039.01,785.65
2017-12-19,17838.73,826.65
2017-12-20,16496.89,802.86
2017-12-21,15758.8,796.98
2017-12-22,14210.57,682.11
2017-12-23,15075.89,732.8
2017-12-24,14221.94,697.04
2017-12-25,14171.98,740.5
2017-12-26,15790.88,755.07
2017-12-27,15367.08,739.99
2017-12-28,14450.01,719.5
2017-12-29,14565.05,748.89
2017-12-30,12839.99,710.58
2017-12-31,13863.13,741.27
2018-01-01,13480.01,759.03
2018-01-02,14781.51,865.0
2018-01-03,15098.14,938.31
2018-01-04,15144.99,949.0
2018-01-05,16960.01,969.27
2018-01-06,17098.99,1006.68
2018-01-07,16174.22,1118.3
2018-01-08,14993.74,1137.01
2018-01-09,14480.99,1290.01
2018-01-10,14875.18,1246.94
2018-01-11,13308.06,1137.01
2018-01-12,13820.0,1260.0
2018-01-13,14187.95,1386.02
2018-01-14,13656.23,1365.46
2018-01-15,13590.0,1278.63
2018-01-16,11570.01,1080.0
2018-01-17,11200.01,1028.06
2018-01-18,11305.53,1025.78
2018-01-19,11498.99,1037.45
2018-01-20,12762.8,1150.02
2018-01-21,11518.17,1047.13
2018-01-22,10766.7,999.68
2018-01-23,10824.94,984.03
2018-01-24,11356.79,1056.99
2018-01-25,11118.0,1040.0
2018-01-26,11086.89,1045.57
2018-01-27,11319.0,1100.0
2018-01-28,11536.0,1215.01
2018-01-29,11123.01,1162.27
2018-01-30,9995.0,1054.39
2018-01-31,10099.99,1105.01
2018-02-01,9014.23,1017.48
2018-02-02,8787.52,911.99
2018-02-03,9240.0,969.4
2018-02-04,8167.91,826.0
2018-02-05,6905.19,693.54
2018-02-06,7688.46,783.83
2018-02-07,7575.75,750.04
2018-02-08,8218.1,812.0
2018-02-09,8671.01,875.99
2018-02-10,8547.49,849.47
2018-02-11,8072.99,811.35
2018-02-12,8872.28,864.4
2018-02-13,8520.01,840.49
2018-02-14,9472.98,920.26
2018-02-15,10031.23,929.3
2018-02-16,10167.49,936.02
2018-02-17,11121.5,974.99
2018-02-18,10380.04,912.41
2018-02-19,11140.0,939.01
2018-02-20,11235.57,884.76
2018-02-21,10454.27,840.34
2018-02-22,9830.0,806.0
2018-02-23,10144.99,854.01
2018-02-24,9688.62,833.2
2018-02-25,9597.99,841.96
2018-02-26,10300.0,867.09
2018-02-27,10566.57,871.07
2018-02-28,10307.27,849.99
2018-03-01,10895.92,868.74
2018-03-02,11000.0,854.31
2018-03-03,11432.5,854.34
2018-03-04,11469.9,861.74
2018-03-05,11377.54,848.83
2018-03-06,10700.0,815.43
2018-03-07,9925.0,751.38
2018-03-08,9304.89,698.83
2018-03-09,9255.0,728.46
2018-03-10,8795.44,683.6
2018-03-11,9533.88,719.79
2018-03-12,9120.0,696.51
2018-03-13,9145.41,690.39
2018-03-14,8207.02,614.63
2018-03-15,8259.99,610.99
2018-03-16,8275.0,600.51
2018-03-17,7857.6,549.79
2018-03-18,8192.0,538.0
2018-03-19,8589.0,555.55
2018-03-20,8900.0,558.0
2018-03-21,8891.81,559.98
2018-03-22,8715.09,539.89
2018-03-23,8927.1,543.04
2018-03-24,8531.34,519.57
2018-03-25,8453.0,522.55
2018-03-26,8145.0,486.75
2018-03-27,7793.61,449.0
2018-03-28,7942.72,445.47
2018-03-29,7080.0,383.29
2018-03-30,6848.01,394.46
2018-03-31,6928.5,394.54
2018-04-01,6816.01,378.18
2018-04-02,7045.01,384.0
2018-04-03,7424.9,416.28
2018-04-04,6791.68,378.43
2018-04-05,6785.85,381.55
2018-04-06,6619.01,370.32
2018-04-07,6894.01,384.61
2018-04-08,7020.01,399.9
2018-04-09,6771.13,398.8
2018-04-10,6824.99,415.45
2018-04-11,6942.99,430.81
2018-04-12,7916.0,493.41
2018-04-13,7893.19,495.76
2018-04-14,8003.11,502.4
2018-04-15,8355.25,533.74
2018-04-16,8048.93,511.28
2018-04-17,7892.1,502.42
2018-04-18,8152.05,525.89
2018-04-19,8274.0,567.29
2018-04-20,8866.27,617.17
2018-04-21,8915.42,605.16
2018-04-22,8795.01,620.07
2018-04-23,8931.3,642.85
2018-04-24,9645.1,703.38
2018-04-25,8865.98,617.49
2018-04-26,9272.11,661.0
2018-04-27,8922.55,643.11
2018-04-28,9329.99,682.0
2018-04-29,9389.01,687.51
2018-04-30,9243.83,669.81
2018-05-01,9072.29,670.75
2018-05-02,9190.48,685.02
2018-05-03,9725.74,775.51
2018-05-04,9685.0,783.01
2018-05-05,9800.0,812.0
2018-05-06,9600.0,784.28
2018-05-07,9353.0,752.42
2018-05-08,9177.82,746.99
2018-05-09,9300.08,750.0
2018-05-10,9010.51,723.51
2018-05-11,8403.33,678.05
2018-05-12,8475.0,684.66
2018-05-13,8686.1,729.29
2018-05-14,8670.0,726.9
2018-05-15,8477.46,706.08
2018-05-16,8344.0,707.45
2018-05-17,8059.0,668.56
2018-05-18,8238.51,694.5
2018-05-19,8235.6,695.96
2018-05-20,8516.86,714.0
2018-05-21,8393.44,696.77
2018-05-22,7987.7,640.5
2018-05-23,7505.0,577.2
2018-05-24,7584.15,602.64
2018-05-25,7459.11,584.02
2018-05-26,7337.95,584.99
2018-05-27,7346.64,570.75
2018-05-28,7107.94,511.33
2018-05-29,7460.0,566.66
2018-05-30,7380.01,557.22
2018-05-31,7485.0,577.1
2018-06-01,7514.32,578.89
2018-06-02,7636.42,590.46
2018-06-03,7706.37,618.63
2018-06-04,7487.37,591.5
2018-06-05,7612.51,607.6
2018-06-06,7655.0,606.18
2018-06-07,7684.93,603.56
2018-06-08,7618.8,598.59
2018-06-09,7496.4,593.41
2018-06-10,6770.31,525.25
2018-06-11,6881.0,531.68
2018-06-12,6545.0,494.14
2018-06-13,6302.31,476.02
2018-06-14,6638.49,519.75
2018-06-15,6391.22,487.45
2018-06-16,6484.29,497.31
2018-06-17,6447.16,496.5
2018-06-18,6709.02,517.47
2018-06-19,6736.41,538.5
2018-06-20,6759.18,536.0
2018-06-21,6719.01,525.49
2018-06-22,6059.82,462.01
2018-06-23,6178.29,475.17
2018-06-24,6149.99,454.79
2018-06-25,6246.01,458.41
2018-06-26,6074.0,429.08
2018-06-27,6132.17,441.41
2018-06-28,5851.66,420.0
2018-06-29,6202.36,434.6
2018-06-30,6383.19,453.29
2018-07-01,6349.5,451.43
2018-07-02,6611.79,476.34
2018-07-03,6502.62,461.75
2018-07-04,6587.47,466.9
2018-07-05,6532.95,467.25
2018-07-06,6600.0,469.3
2018-07-07,6753.28,484.48
2018-07-08,6701.97,486.08
2018-07-09,6664.01,471.6
2018-07-10,6303.7,432.59
2018-07-11,6390.04,446.25
2018-07-12,6249.75,431.46
2018-07-13,6216.29,432.8
2018-07-14,6248.65,434.13
2018-07-15,6348.73,449.41
2018-07-16,6728.81,478.18
2018-07-17,7315.01,499.01
2018-07-18,7378.99,478.81
2018-07-19,7470.01,468.39
2018-07-20,7334.46,448.21
2018-07-21,7408.0,461.5
2018-07-22,7397.8,456.9
2018-07-23,7720.09,449.0
2018-07-24,8385.5,478.79
2018-07-25,8157.15,470.81
2018-07-26,7931.99,461.42
2018-07-27,8184.21,469.3
2018-07-28,8228.9,468.12
2018-07-29,8216.34,466.01
2018-07-30,8170.01,456.46
2018-07-31,7727.27,432.35
2018-08-01,7603.99,419.6
2018-08-02,7533.92,410.71
2018-08-03,7414.08,417.8
2018-08-04,7005.0,407.0
2018-08-05,7030.01,408.83
2018-08-06,6938.0,404.99
2018-08-07,6718.22,378.08
2018-08-08,6282.5,355.7
2018-08-09,6546.45,363.99
2018-08-10,6146.01,330.99
2018-08-11,6235.56,318.02
2018-08-12,6316.01,318.15
2018-08-13,6253.67,284.11
2018-08-14,6195.01,279.4
2018-08-15,6269.01,281.21
2018-08-16,6315.9,286.67
2018-08-17,6585.49,317.54
2018-08-18,6396.64,296.61
2018-08-19,6489.53,300.03
2018-08-20,6258.74,270.76
2018-08-21,6475.89,281.49
2018-08-22,6359.99,270.47
2018-08-23,6526.36,275.87
2018-08-24,6690.88,281.35
2018-08-25,6737.52,277.97
2018-08-26,6709.98,274.25
2018-08-27,6911.9,287.99
2018-08-28,7071.01,295.39
2018-08-29,7030.9,289.0
2018-08-30,6983.0,284.52
2018-08-31,7015.01,281.94
2018-09-01,7191.08,294.64
2018-09-02,7295.0,295.06
2018-09-03,7256.98,288.6
2018-09-04,7360.0,285.43
2018-09-05,6687.96,227.56
2018-09-06,6495.0,229.03
2018-09-07,6395.01,215.21
2018-09-08,6188.0,197.0
2018-09-09,6235.01,195.91
2018-09-10,6300.0,196.94
2018-09-11,6282.53,185.15
2018-09-12,6326.0,182.79
2018-09-13,6485.99,211.39
2018-09-14,6478.04,210.0
2018-09-15,6518.68,221.69
2018-09-16,6498.0,220.19
2018-09-17,6250.7,195.97
2018-09-18,6335.7,208.5
2018-09-19,6386.94,209.81
2018-09-20,6493.11,224.41
2018-09-21,6750.0,247.76
2018-09-22,6707.33,240.71
2018-09-23,6696.99,244.35
2018-09-24,6582.09,228.01
2018-09-25,6436.89,219.19
2018-09-26,6455.66,214.15
2018-09-27,6680.01,229.0
2018-09-28,6620.01,220.67
2018-09-29,6581.0,231.01
2018-09-30,6605.0,232.27
2018-10-01,6572.83,230.4
2018-10-02,6498.46,224.85
2018-10-03,6466.03,219.01
2018-10-04,6547.45,221.0
2018-10-05,6593.94,226.89
2018-10-06,6552.43,223.85
2018-10-07,6570.0,224.82
2018-10-08,6608.07,227.68
2018-10-09,6589.48,226.15
2018-10-10,6524.56,223.61
2018-10-11,6154.69,188.32
2018-10-12,6188.01,194.1
2018-10-13,6196.0,196.72
2018-10-14,6183.49,191.87
2018-10-15,6440.42,204.53
2018-10-16,6457.11,205.43
2018-10-17,6443.7,203.21
2018-10-18,6394.96,199.2
2018-10-19,6382.99,200.0
2018-10-20,6414.0,202.69
2018-10-21,6415.88,202.12
2018-10-22,6407.65,201.25
2018-10-23,6395.14,201.12
2018-10-24,6415.98,200.68
2018-10-25,6395.58,199.65
2018-10-26,6404.87,200.7
2018-10-27,6409.12,201.46
2018-10-28,6403.62,202.43
2018-10-29,6266.0,194.31
2018-10-30,6267.63,195.35
2018-10-31,6304.18,196.95
2018-11-01,6344.0,197.96
2018-11-02,6349.8,199.75
2018-11-03,6331.96,198.35
2018-11-04,6423.28,210.06
2018-11-05,6404.0,208.53
2018-11-06,6448.5,218.65
2018-11-07,6503.12,216.84
2018-11-08,6406.24,210.34
2018-11-09,6334.89,208.01
2018-11-10,6347.42,210.29
2018-11-11,6357.6,209.88
2018-11-12,6327.87,208.77
2018-11-13,6259.34,203.2
2018-11-14,5605.46,177.79
2018-11-15,5579.52,178.89
2018-11-16,5512.24,172.4
2018-11-17,5504.17,172.49
2018-11-18,5560.0,175.87
2018-11-19,4733.5,145.21
2018-11-20,4349.23,127.55
2018-11-21,4545.11,134.73
2018-11-22,4265.36,123.25
2018-11-23,4283.8,121.44
2018-11-24,3774.99,110.16
2018-11-25,3936.69,114.3
2018-11-26,3731.32,106.95
2018-11-27,3775.0,108.7
2018-11-28,4225.03,121.94
2018-11-29,4248.0,116.38
2018-11-30,3976.0,111.65
2018-12-01,4142.01,116.82
2018-12-02,4103.19,114.76
2018-12-03,3833.47,107.21
2018-12-04,3901.84,108.61
2018-12-05,3694.39,100.76
2018-12-06,3433.26,89.09
2018-12-07,3380.01,92.45
2018-12-08,3401.0,89.99
2018-12-09,3531.18,92.79
2018-12-10,3410.15,89.23
2018-12-11,3349.36,86.96
2018-12-12,3430.24,89.09
2018-12-13,3265.0,85.35
2018-12-14,3195.71,83.0
2018-12-15,3183.0,83.03
2018-12-16,3195.0,83.74
2018-12-17,3496.82,93.79
2018-12-18,3667.77,101.0
2018-12-19,3682.51,99.34
2018-12-20,4075.34,114.52
2018-12-21,3839.06,107.74
2018-12-22,3980.46,116.09
2018-12-23,3944.93,129.61
2018-12-24,4034.0,139.09
2018-12-25,3780.0,128.82
2018-12-26,3809.88,130.47
2018-12-27,3589.89,114.63
2018-12-28,3888.06,136.82
2018-12-29,3729.31,134.15
2018-12-30,3829.0,138.78
2018-12-31,3691.86,130.53
2019-01-01,3826.1,139.75
2019-01-02,3890.79,153.5
2019-01-03,3787.57,147.23
2019-01-04,3820.25,153.24
2019-01-05,3798.62,154.21
2019-01-06,4040.99,155.92
2019-01-07,4006.01,150.62
2019-01-08,3993.86,148.97
2019-01-09,4004.12,149.5
2019-01-10,3626.12,126.41
2019-01-11,3635.69,125.83
2019-01-12,3619.41,124.59
2019-01-13,3514.24,115.58
2019-01-14,3664.19,128.37
2019-01-15,3580.76,120.0
2019-01-16,3609.71,122.12
2019-01-17,3640.65,122.55
2019-01-18,3607.85,119.53
2019-01-19,3682.65,123.17
2019-01-20,3536.19,117.43
2019-01-21,3531.76,115.86
2019-01-22,3577.03,118.08
2019-01-23,3553.01,116.55
2019-01-24,3568.97,116.4
2019-01-25,3562.17,114.95
2019-01-26,3556.07,115.01
2019-01-27,3531.02,111.35
2019-01-28,3429.95,105.47
2019-01-29,3397.42,104.02
2019-01-30,3437.55,107.61
2019-01-31,3411.5,105.79
2019-02-01,3437.5,105.88
2019-02-02,3468.43,109.3
2019-02-03,3414.78,105.94
2019-02-04,3409.57,106.08
2019-02-05,3428.4,106.0
2019-02-06,3367.36,103.36
2019-02-07,3359.0,103.21
2019-02-08,3621.99,117.96
2019-02-09,3623.73,118.06
2019-02-10,3648.84,123.94
2019-02-11,3590.36,119.55
2019-02-12,3588.06,120.82
2019-02-13,3576.68,120.74
2019-02-14,3561.5,119.39
2019-02-15,3566.59,120.42
2019-02-16,3582.37,121.56
2019-02-17,3625.08,132.34
2019-02-18,3867.0,144.62
2019-02-19,3888.01,142.69
2019-02-20,3938.99,147.19
2019-02-21,3897.71,144.21
2019-02-22,3942.02,146.68
2019-02-23,4110.0,157.56
2019-02-24,3734.22,131.76
2019-02-25,3818.79,137.64
2019-02-26,3799.48,135.66
2019-02-27,3799.91,134.46
2019-02-28,3792.14,134.48
2019-03-01,3806.17,134.72
2019-03-02,3809.7,132.32
2019-03-03,3786.93,129.78
2019-03-04,3700.72,125.24
2019-03-05,3844.59,136.3
2019-03-06,3851.89,137.0
2019-03-07,3857.05,136.21
2019-03-08,3843.12,132.75
2019-03-09,3917.0,136.41
2019-03-10,3900.92,134.66
2019-03-11,3849.68,132.05
